wrinvstg_no,fire_type_nm,buld_srtfrm,buld_strctr,buld_srtrf,buld_strct_dong_cnt,ground_nof,bstory_cnt,totar,bottom_area,buld_sttus_nm,dth_cnt,injpsn_cnt,dth_hnl_dmge_cnt,prprty_dmge_amt,fire_ocrn_yr,season_se_nm,qtr_se,fire_ocrn_ymd,fire_ocrn_tm,fire_ocrn_mnth,fire_ocrn_day,fire_ocrn_hour,fire_ocrn_min,daywk,frstt_nm,ward_nm,lfdau_nm,dsp_reqre_time,fire_supesn_time,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se_nm,emd_se_nm,longitude,la,spt_frstt_dist,spt_safe_cnter_dist,spt_lfdau_dist,ign_htsrc_nm,ign_htsrc_sclas_nm,ign_fctr_lclas_nm,ign_fctr_sclas_nm,frst_igobj_lclas_nm,frst_igobj_sclas_nm,ign_mhrls_lclas_nm,ign_mhrls_sclas_nm,cmbs_expobj_lclas_nm,cmbs_expobj_sclas_nm,fclty_place_lclas_nm,fclty_place_mclas_nm,fclty_place_sclas_nm,ign_floor_nm,soot_area,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,vhcle_place,vhcle_ign_bhf,fld_fire_se,fld_fire_ign_bhf,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,time_unit
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,621,175,사용중,0,0,0,68,2017,여름,3,20170730,133400,7,30,13,34,일요일,송파소방서,잠실119안전센터,잠실119안전센터,224,1100,서울특별시,송파구,삼전동,도시,동,127.0945895,37.5054854,6,2,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,튀김유,,,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,30.6,,1.8,270,53,,1923
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,327,50,사용중,0,0,0,469,2017,여름,3,20170812,73800,8,12,7,38,토요일,송파소방서,마천119안전센터,마천119안전센터,502,52,서울특별시,송파구,문정동,도시,동,127.1296908,37.4833412,3,3,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,기타(식품),주방기기,가스렌지,,,주거,단독주택,다가구주택(원룸포함),1,1,N,N,N,,,,,,23.4,,2.2,70,72,,2000
1.71E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,135,48,사용중,0,0,0,14,2017,여름,3,20170817,95900,8,17,9,59,목요일,송파소방서,거여119안전센터,거여119안전센터,256,629,서울특별시,송파구,마천동,도시,동,127.156582,37.4962899,2,1,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다중주택,1,0,N,N,N,,,,,,23.7,,3.7,70,74,,2000
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,336,87,사용중,0,0,0,33,2017,여름,3,20170817,215400,8,17,21,54,목요일,송파소방서,잠실119안전센터,잠실119안전센터,417,500,서울특별시,송파구,석촌동,도시,동,127.1074436,37.5006161,5,3,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,단독주택,2,0,N,N,N,,,,,,25.7,,0.7,20,78,,2000
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,2,1866,54,사용중,0,0,0,320,2017,여름,3,20170820,101100,8,20,10,11,일요일,송파소방서,마천119안전센터,마천119안전센터,334,1000,서울특별시,송파구,오금동,도시,동,127.1292831,37.5056225,2,2,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,전기설비,배전반/분전반,,,주거,공동주택,연립주택,4,5,N,N,N,,,,,,22.3,10,3.4,50,99,,780
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,583,58,사용중,0,0,0,416,2017,여름,3,20170821,192900,8,21,19,29,월요일,송파소방서,마천119안전센터,마천119안전센터,537,142,서울특별시,송파구,문정동,도시,동,127.1280525,37.4821178,3,3,0,미상(발화원인),미상,미상,미상,미상,미상,생활기기,세탁기,,,주거,공동주택,연립주택,2,3,N,N,N,,,,,,27.1,,2.3,230,75,,2000
1.71E+14,건축/구조물,양식(옥),철골철근콘크리트조,슬라브가,1,3,1,432,50,사용중,0,0,0,4629,2017,여름,3,20170825,95600,8,25,9,56,금요일,송파소방서,가락119안전센터,가락119안전센터,435,1446,서울특별시,송파구,가락동,도시,동,127.1197066,37.496185,3,2,0,작동기기,전기적 아크(단락),전기적 요인,층간단락,전기/전자,기타(전기/전자),기타,기타,,,주거,단독주택,다가구주택(원룸포함),-1,30,N,N,N,,,,,,24.2,,0.4,0,80,,726
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,1891,54,사용중,0,0,0,13,2017,여름,3,20170827,224000,8,27,22,40,일요일,송파소방서,잠실119안전센터,잠실119안전센터,332,0,서울특별시,송파구,삼전동,도시,동,,,6,1,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,22.5,,1.9,50,68,,2000
1.71E+14,건축/구조물,양식(옥),벽돌조,기타 즙,1,2,1,226,38,사용중,0,0,0,41,2017,여름,3,20170830,172400,8,30,17,24,수요일,송파소방서,거여119안전센터,거여119안전센터,155,136,서울특별시,송파구,마천동,도시,동,127.1542799,37.492588,1,1,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,단독주택,다가구주택(원룸포함),-1,0,N,N,N,,,,,,23.4,,1.2,270,56,,2000
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,420,52,사용중,0,0,0,28,2017,가을,3,20170910,180700,9,10,18,7,일요일,송파소방서,잠실119안전센터,잠실119안전센터,316,0,서울특별시,송파구,송파동,도시,동,127.1070166,37.5091098,5,2,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,빨래삶기,침구/직물류,행주/ 기름걸레,,,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,24.8,,0.8,160,60,,873
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,0,316,69,사용중,0,0,0,19,2017,가을,3,20170913,83700,9,13,8,37,수요일,송파소방서,방이119안전센터,방이119안전센터,405,0,서울특별시,송파구,풍납동,도시,동,127.1141352,37.533241,7,1,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,18.1,,1.2,20,55,,2000
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,249,22,사용중,0,0,0,121,2017,가을,3,20170913,222200,9,13,22,22,수요일,송파소방서,잠실119안전센터,잠실119안전센터,311,751,서울특별시,송파구,석촌동,도시,동,127.0976819,37.5029843,5,2,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,단독주택,단독주택,-1,0,N,N,N,,,,,,20.4,,0.4,0,68,,2000
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,447,40,사용중,0,0,0,22,2017,가을,3,20170919,84900,9,19,8,49,화요일,송파소방서,마천119안전센터,마천119안전센터,248,0,서울특별시,송파구,오금동,도시,동,127.133067,37.5066272,1,1,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,20.9,,1.1,140,79,,444
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,476,39,사용중,0,0,0,745,2017,가을,3,20170919,113600,9,19,11,36,화요일,송파소방서,잠실119안전센터,잠실119안전센터,325,700,서울특별시,송파구,송파동,도시,동,127.1088474,37.5092724,4,2,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,24.1,,3.1,180,68,,397
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,454,127,사용중,0,1,1,22,2017,가을,3,20170919,174000,9,19,17,40,화요일,송파소방서,잠실119안전센터,잠실119안전센터,411,0,서울특별시,송파구,석촌동,도시,동,127.1001285,37.5013651,6,4,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,25.3,,6,230,74,,424
1.71E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,3,1,368,40,사용중,0,0,0,44,2017,가을,3,20170922,120400,9,22,12,4,금요일,송파소방서,방이119안전센터,방이119안전센터,305,800,서울특별시,송파구,풍납동,도시,동,127.1185785,37.5331073,7,2,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),2,0,N,N,N,,,,,,24.9,,1.9,110,48,,1865
1.71E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,419,64,사용중,0,0,0,33,2017,가을,3,20170922,160900,9,22,16,9,금요일,송파소방서,잠실119안전센터,잠실119안전센터,230,23,서울특별시,송파구,삼전동,도시,동,127.0962728,37.5030288,5,3,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,26.7,,3.4,250,44,,1989
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,4,1,562,96,사용중,0,0,0,56,2017,가을,3,20170925,84600,9,25,8,46,월요일,송파소방서,가락119안전센터,가락119안전센터,234,328,서울특별시,송파구,가락동,도시,동,127.1225846,37.4928675,3,1,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,4,0,N,N,N,,,,,,19.3,,1.2,70,67,,1173
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,0,269,50,사용중,0,0,0,24,2017,가을,3,20170928,63200,9,28,6,32,목요일,송파소방서,거여119안전센터,거여119안전센터,310,200,서울특별시,송파구,마천동,도시,동,127.1500949,37.4994408,1,1,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),2,0,N,N,N,,,,,,17.1,,1.9,270,82,,2000
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,768,175,사용중,0,0,0,212,2017,가을,3,20170928,224800,9,28,22,48,목요일,송파소방서,방이119안전센터,방이119안전센터,451,706,서울특별시,송파구,방이동,도시,동,127.116679,37.5081443,3,3,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,기타주택,기타 주택,4,0,N,N,N,,,,,,15.7,,3.2,340,41,,2000
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,1,620,165,신축,0,0,0,45,2017,가을,3,20170930,222200,9,30,22,22,토요일,송파소방서,잠실119안전센터,잠실119안전센터,235,740,서울특별시,송파구,삼전동,도시,동,127.0918094,37.5044808,6,1,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,기타(종이/목재/건초등),,,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,19.7,,0.7,270,79,,708
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,335,86,사용중,0,1,1,236,2017,가을,4,20171008,63400,10,8,6,34,일요일,송파소방서,거여119안전센터,거여119안전센터,548,600,서울특별시,송파구,마천동,도시,동,127.157859,37.4918127,2,1,0,담뱃불/ 라이터불,라이터불/ 성냥불,부주의,쓰레기 소각,종이/목재/건초등,종이,,,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,19.7,,0.5,20,82,,2000
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,497,46,사용중,0,0,0,33,2017,가을,4,20171009,112900,10,9,11,29,월요일,송파소방서,거여119안전센터,거여119안전센터,251,200,서울특별시,송파구,거여동,도시,동,127.1436507,37.4948327,2,2,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,25,,1,230,54,,1697
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,299,39,사용중,0,0,0,33,2017,가을,4,20171011,172100,10,11,17,21,수요일,송파소방서,거여119안전센터,거여119안전센터,244,0,서울특별시,송파구,마천동,도시,동,127.1549833,37.4928234,2,1,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,16.6,,2.9,290,62,,2000
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,610,157,신축,0,0,0,27,2017,가을,4,20171016,24600,10,16,2,46,월요일,송파소방서,잠실119안전센터,잠실119안전센터,254,544,서울특별시,송파구,삼전동,도시,동,127.0926554,37.5063737,6,0,0,담뱃불/ 라이터불,라이터불/ 성냥불,부주의,불장난,간판/차양막등,기타(간판/차양막등),,,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,14.8,,1.6,70,55,,2000
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,414,21,사용중,0,0,0,117,2017,가을,4,20171021,32900,10,21,3,29,토요일,송파소방서,잠실119안전센터,잠실119안전센터,0,0,서울특별시,송파구,삼전동,도시,동,,,6,3,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,1,1,N,N,N,,,,,,12.8,,0.9,20,76,,1141
1.71E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,3,1,920,230,사용중,0,0,0,25,2017,가을,4,20171022,32400,10,22,3,24,일요일,송파소방서,잠실119안전센터,잠실119안전센터,648,320,서울특별시,송파구,송파동,도시,동,,,4,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,공동주택,연립주택,-1,0,N,N,N,,,,,,12.9,,1.5,70,63,,1938
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,391,120,사용중,0,0,0,121,2017,가을,4,20171023,105500,10,23,10,55,월요일,송파소방서,거여119안전센터,거여119안전센터,316,247,서울특별시,송파구,마천동,도시,동,127.1532526,37.5002992,2,2,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,14.8,,2.2,50,38,,1929
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,0,396,30,사용중,0,0,0,102,2017,가을,4,20171030,114700,10,30,11,47,월요일,송파소방서,잠실119안전센터,잠실119안전센터,741,0,서울특별시,송파구,송파동,도시,동,127.1096571,37.5092598,5,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,튀김유,주방기기,가스렌지,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,9.6,,2.4,290,21,,1782
1.71E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,182,65,사용중,0,0,0,50,2017,가을,4,20171102,120000,11,2,12,0,목요일,송파소방서,거여119안전센터,거여119안전센터,155,0,서울특별시,송파구,거여동,도시,동,127.1441847,37.4959941,2,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,단독주택,-1,0,N,N,N,,,,,,17.5,,1.4,230,64,,619
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,532,72,사용중,0,0,0,44,2017,가을,4,20171103,13500,11,3,1,35,금요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,533,731,서울특별시,송파구,잠실동,도시,동,127.0825115,37.5093888,8,2,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,종이/목재/건초등,기타(종이/목재/건초등),주방기기,김치냉장고,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,14.8,,1.7,200,85,,436
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,321,54,사용중,0,0,0,1344,2017,가을,4,20171108,144400,11,8,14,44,수요일,송파소방서,가락119안전센터,가락119안전센터,353,3715,서울특별시,송파구,가락동,도시,동,127.1237088,37.498761,3,2,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,종이/목재/건초등,목재/ 합판,전기설비,배전반/분전반,종이/목재/건초등,목재/ 합판,주거,공동주택,연립주택,-1,5,N,N,N,,,,,,17.1,,3.9,320,24,,1882
1.71E+14,건축/구조물,양식(옥),벽돌조,와가,1,2,1,246,40,사용중,0,0,0,25,2017,가을,4,20171128,143500,11,28,14,35,화요일,송파소방서,잠실119안전센터,잠실119안전센터,417,19,서울특별시,송파구,삼전동,도시,동,127.0934567,37.49904,6,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),-1,0,N,Y,N,,,,,,10.1,,1.8,250,48,,865
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,413,25,사용중,0,0,0,760,2017,가을,4,20171129,184200,11,29,18,42,수요일,송파소방서,잠실119안전센터,잠실119안전센터,436,0,서울특별시,송파구,석촌동,도시,동,127.0982286,37.5011333,6,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,2,3,N,N,N,,,,,,2,,4,320,29,,2000
1.71E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,3,1,540,138,사용중,0,0,0,25,2017,겨울,4,20171202,161600,12,2,16,16,토요일,송파소방서,방이119안전센터,방이119안전센터,722,44,서울특별시,송파구,방이동,도시,동,127.112777,37.5135912,4,4,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,6.4,,2.6,250,48,,1945
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,421,38,사용중,0,0,0,7195,2017,겨울,4,20171207,4700,12,7,0,47,목요일,송파소방서,방이119안전센터,방이119안전센터,500,1918,서울특별시,송파구,방이동,도시,동,127.1175989,37.5099353,4,4,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,종이/목재/건초등,종이,주거,공동주택,다세대주택,4,74,N,N,N,,,,,,1.4,0,0.5,50,92,0.9,240
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,238,119,사용중,1,1,2,14429,2017,겨울,4,20171214,11800,12,14,1,18,목요일,송파소방서,방이119안전센터,방이119안전센터,525,3342,서울특별시,송파구,풍납동,도시,동,127.1216976,37.5346765,6,3,0,작동기기,전기적 아크(단락),부주의,기타(부주의),종이/목재/건초등,종이,배선/배선기구,전기기기용 전선/코드,가구,옷장/ 책장 등,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),2,30,N,N,N,,,,,,-9.8,,0.8,360,48,,2000
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,328,50,사용중,0,0,0,39,2017,겨울,4,20171222,64700,12,22,6,47,금요일,송파소방서,잠실119안전센터,잠실119안전센터,112,854,서울특별시,송파구,석촌동,도시,동,127.0971206,37.4972028,6,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,핫플래이트,,,주거,공동주택,연립주택,1,0,N,N,N,,,,,,-0.1,,0.8,360,71,0.7,895
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,486,9,사용중,0,0,0,153,2017,겨울,4,20171222,142000,12,22,14,20,금요일,송파소방서,가락119안전센터,가락119안전센터,244,230,서울특별시,송파구,가락동,도시,동,127.1238911,37.5027247,2,1,0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,전기설비,배전반/분전반,,,주거,공동주택,다세대주택,1,3,N,N,N,,,,,,5.9,,0.6,90,55,,779
1.71E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,366,105,사용중,0,0,0,20,2017,겨울,4,20171225,45300,12,25,4,53,월요일,송파소방서,잠실119안전센터,잠실119안전센터,514,0,서울특별시,송파구,석촌동,도시,동,127.0983611,37.5034192,5,3,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,-3,,3.2,270,51,,2000
